distance,trend
8.429154376754516,0.513
27.27344900785498,0.474
727.5332602522474,0.488
2644.58342090285,0.498
3262.2128599060297,0.4945
3768.159104155485,0.507
4672.689270989631,0.499
7563.323501777041,0.474
10577.382607871345,0.4995
15507.483404582661,0.483
